,id,stocks_number,open_price,open_value,open_commission,open_total,SL,close_price,close_value,close_commission,close_total,trans_result
12,4,10,57,570,3,573,0,0,0,0,0,0
13,4,10,57,570,3,573,"51,3",0,0,0,0,0
14,4,10,57,570,3,573,"51,3","51,3",513,3,510,-63
15,5,10,"61,5",615,3,618,0,0,0,0,0,0
16,5,10,"61,5",615,3,618,"55,35",0,0,0,0,0
17,5,10,"61,5",615,3,618,"56,7",0,0,0,0,0
18,5,10,"61,5",615,3,618,"58,05",0,0,0,0,0
19,5,10,"61,5",615,3,618,"59,85",0,0,0,0,0
20,5,10,"61,5",615,3,618,"60,3",0,0,0,0,0
21,5,10,"61,5",615,3,618,"60,3","60,3",603,3,600,-18
22,6,10,65,650,3,653,0,0,0,0,0,0
23,6,10,65,650,3,653,"58,5",0,0,0,0,0
24,6,10,65,650,3,653,"58,5","58,5",585,3,582,-71
25,7,10,"58,5",585,3,588,0,0,0,0,0,0
26,7,10,"58,5",585,3,588,"52,65",0,0,0,0,0
27,7,10,"58,5",585,3,588,"54,9",0,0,0,0,0
28,7,10,"58,5",585,3,588,"55,8",0,0,0,0,0
29,7,10,"58,5",585,3,588,"56,25",0,0,0,0,0
30,7,10,"58,5",585,3,588,"56,7",0,0,0,0,0
31,7,10,"58,5",585,3,588,"57,6",0,0,0,0,0
32,7,10,"58,5",585,3,588,63,0,0,0,0,0
33,7,10,"58,5",585,3,588,"66,6",0,0,0,0,0
34,7,10,"58,5",585,3,588,"66,6","66,6",666,3,663,75
35,8,10,"66,5",665,3,668,0,0,0,0,0,0
36,8,10,"66,5",665,3,668,"59,85",0,0,0,0,0
37,8,10,"66,5",665,3,668,"59,85","59,85","598,5",3,"595,5","-72,5"
38,9,10,61,610,3,613,0,0,0,0,0,0
39,9,10,61,610,3,613,"54,9",0,0,0,0,0
40,9,10,61,610,3,613,"54,9","54,9",549,3,546,-67
41,10,10,62,620,3,623,0,0,0,0,0,0
42,10,10,62,620,3,623,"55,8",0,0,0,0,0
43,10,10,62,620,3,623,"56,7",0,0,0,0,0
44,10,10,62,620,3,623,"56,7","56,7",567,3,564,-59
45,11,10,"53,5",535,3,538,0,0,0,0,0,0
46,11,10,"53,5",535,3,538,"48,15",0,0,0,0,0
47,11,10,"53,5",535,3,538,"48,15","48,15","481,5",3,"478,5","-59,5"
48,12,10,39,390,3,393,0,0,0,0,0,0
49,12,10,39,390,3,393,"35,1",0,0,0,0,0
50,12,10,39,390,3,393,"35,1","35,1",351,3,348,-45
51,13,10,"21,5",215,3,218,0,0,0,0,0,0
52,13,10,"21,5",215,3,218,"19,35",0,0,0,0,0
53,13,10,"21,5",215,3,218,"20,52",0,0,0,0,0
54,13,10,"21,5",215,3,218,"20,52","20,52","205,2",3,"202,2","-15,8"
58,15,10,"18,7",187,3,190,0,0,0,0,0,0
59,15,10,"18,7",187,3,190,"16,83",0,0,0,0,0
60,15,10,"18,7",187,3,190,"16,83","16,83","168,3",3,"165,3","-24,7"
61,16,10,"17,7",177,3,180,0,0,0,0,0,0
62,16,10,"17,7",177,3,180,"15,93",0,0,0,0,0
63,16,10,"17,7",177,3,180,"16,47",0,0,0,0,0
64,16,10,"17,7",177,3,180,"16,92",0,0,0,0,0
65,16,10,"17,7",177,3,180,"16,92","16,92","169,2",3,"166,2","-13,8"
66,17,10,"17,2",172,3,175,0,0,0,0,0,0
67,17,10,"17,2",172,3,175,"15,48",0,0,0,0,0
68,17,10,"17,2",172,3,175,"15,75",0,0,0,0,0
69,17,10,"17,2",172,3,175,"15,75","15,75","157,5",3,"154,5","-20,5"
70,18,10,"21,8",218,3,221,0,0,0,0,0,0
71,18,10,"21,8",218,3,221,"19,62",0,0,0,0,0
72,18,10,"21,8",218,3,221,"19,62","19,62","196,2",3,"193,2","-27,8"
73,19,10,"22,3",223,3,226,0,0,0,0,0,0
74,19,10,"22,3",223,3,226,"20,07",0,0,0,0,0
75,19,10,"22,3",223,3,226,"20,07","20,07","200,7",3,"197,7","-28,3"
76,20,10,"19,5",195,3,198,0,0,0,0,0,0
77,20,10,"19,5",195,3,198,"17,55",0,0,0,0,0
78,20,10,"19,5",195,3,198,"18,36",0,0,0,0,0
79,20,10,"19,5",195,3,198,"20,16",0,0,0,0,0
80,20,10,"19,5",195,3,198,"20,16","20,16","201,6",3,"198,6","0,6"
81,21,10,"21,2",212,3,215,0,0,0,0,0,0
82,21,10,"21,2",212,3,215,"19,08",0,0,0,0,0
83,21,10,"21,2",212,3,215,"19,08","19,08","190,8",3,"187,8","-27,2"
84,22,10,"19,2",192,3,195,0,0,0,0,0,0
85,22,10,"19,2",192,3,195,"17,28",0,0,0,0,0
86,22,10,"19,2",192,3,195,"18,99",0,0,0,0,0
87,22,10,"19,2",192,3,195,"19,44",0,0,0,0,0
88,22,10,"19,2",192,3,195,"21,33",0,0,0,0,0
89,22,10,"19,2",192,3,195,"23,4",0,0,0,0,0
90,22,10,"19,2",192,3,195,"23,4","23,4",234,3,231,36
91,23,10,"23,5",235,3,238,0,0,0,0,0,0
92,23,10,"23,5",235,3,238,"21,15",0,0,0,0,0
93,23,10,"23,5",235,3,238,"22,23",0,0,0,0,0
94,23,10,"23,5",235,3,238,"22,23","22,23","222,3",3,"219,3","-18,7"
99,25,10,27,270,3,273,0,0,0,0,0,0
100,25,10,27,270,3,273,"24,3",0,0,0,0,0
101,25,10,27,270,3,273,"25,11",0,0,0,0,0
102,25,10,27,270,3,273,"26,1",0,0,0,0,0
103,25,10,27,270,3,273,"27,9",0,0,0,0,0
104,25,10,27,270,3,273,"28,8",0,0,0,0,0
105,25,10,27,270,3,273,"30,15",0,0,0,0,0
106,25,10,27,270,3,273,"31,5",0,0,0,0,0
107,25,10,27,270,3,273,"32,31",0,0,0,0,0
108,25,10,27,270,3,273,"32,31","32,31","323,1",3,"320,1","47,1"
109,26,10,30,300,3,303,0,0,0,0,0,0
110,26,10,30,300,3,303,27,0,0,0,0,0
111,26,10,30,300,3,303,"29,25",0,0,0,0,0
112,26,10,30,300,3,303,"29,7",0,0,0,0,0
113,26,10,30,300,3,303,"29,7","29,7",297,3,294,-9
114,27,10,"27,4",274,3,277,0,0,0,0,0,0
115,27,10,"27,4",274,3,277,"24,66",0,0,0,0,0
116,27,10,"27,4",274,3,277,"24,75",0,0,0,0,0
117,27,10,"27,4",274,3,277,"24,75","24,75","247,5",3,"244,5","-32,5"
118,28,10,"26,8",268,3,271,0,0,0,0,0,0
119,28,10,"26,8",268,3,271,"24,12",0,0,0,0,0
120,28,10,"26,8",268,3,271,"24,21",0,0,0,0,0
121,28,10,"26,8",268,3,271,"24,21","24,21","242,1",3,"239,1","-31,9"
122,29,10,27,270,3,273,0,0,0,0,0,0
123,29,10,27,270,3,273,"24,3",0,0,0,0,0
124,29,10,27,270,3,273,"24,75",0,0,0,0,0
125,29,10,27,270,3,273,"25,29",0,0,0,0,0
126,29,10,27,270,3,273,"25,29","25,29","252,9",3,"249,9","-23,1"
127,30,10,"26,5",265,3,268,0,0,0,0,0,0
128,30,10,"26,5",265,3,268,"23,85",0,0,0,0,0
129,30,10,"26,5",265,3,268,"24,03",0,0,0,0,0
130,30,10,"26,5",265,3,268,"24,03","24,03","240,3",3,"237,3","-30,7"
131,31,10,"23,5",235,3,238,0,0,0,0,0,0
132,31,10,"23,5",235,3,238,"21,15",0,0,0,0,0
133,31,10,"23,5",235,3,238,"21,78",0,0,0,0,0
134,31,10,"23,5",235,3,238,"22,14",0,0,0,0,0
135,31,10,"23,5",235,3,238,"22,14","22,14","221,4",3,"218,4","-19,6"
136,32,10,"24,3",243,3,246,0,0,0,0,0,0
137,32,10,"24,3",243,3,246,"21,87",0,0,0,0,0
138,32,10,"24,3",243,3,246,"21,96",0,0,0,0,0
139,32,10,"24,3",243,3,246,"22,14",0,0,0,0,0
140,32,10,"24,3",243,3,246,"22,77",0,0,0,0,0
141,32,10,"24,3",243,3,246,"22,86",0,0,0,0,0
142,32,10,"24,3",243,3,246,"23,4",0,0,0,0,0
143,32,10,"24,3",243,3,246,"24,3",0,0,0,0,0
144,32,10,"24,3",243,3,246,"25,47",0,0,0,0,0
145,32,10,"24,3",243,3,246,"25,92",0,0,0,0,0
146,32,10,"24,3",243,3,246,"26,01",0,0,0,0,0
147,32,10,"24,3",243,3,246,"26,1",0,0,0,0,0
148,32,10,"24,3",243,3,246,"26,46",0,0,0,0,0
149,32,10,"24,3",243,3,246,27,0,0,0,0,0
150,32,10,"24,3",243,3,246,"28,62",0,0,0,0,0
151,32,10,"24,3",243,3,246,"31,05",0,0,0,0,0
152,32,10,"24,3",243,3,246,"31,5",0,0,0,0,0
153,32,10,"24,3",243,3,246,"32,04",0,0,0,0,0
154,32,10,"24,3",243,3,246,"32,49",0,0,0,0,0
155,32,10,"24,3",243,3,246,"33,21",0,0,0,0,0
156,32,10,"24,3",243,3,246,"34,74",0,0,0,0,0
157,32,10,"24,3",243,3,246,"37,17",0,0,0,0,0
158,32,10,"24,3",243,3,246,"37,89",0,0,0,0,0
159,32,10,"24,3",243,3,246,"41,13",0,0,0,0,0
160,32,10,"24,3",243,3,246,"41,13","41,13","411,3",3,"408,3","162,3"
161,33,10,"39,4",394,3,397,0,0,0,0,0,0
162,33,10,"39,4",394,3,397,"35,46",0,0,0,0,0
163,33,10,"39,4",394,3,397,"35,46","35,46","354,6",3,"351,6","-45,4"
168,35,10,"46,7",467,3,470,0,0,0,0,0,0
169,35,10,"46,7",467,3,470,"42,03",0,0,0,0,0
170,35,10,"46,7",467,3,470,"42,03","42,03","420,3",3,"417,3","-52,7"
171,36,10,43,430,3,433,0,0,0,0,0,0
172,36,10,43,430,3,433,"38,7",0,0,0,0,0
173,36,10,43,430,3,433,"38,7","38,7",387,3,384,-49
174,37,10,"41,9",419,3,422,0,0,0,0,0,0
175,37,10,"41,9",419,3,422,"37,71",0,0,0,0,0
176,37,10,"41,9",419,3,422,"37,71","37,71","377,1",3,"374,1","-47,9"
177,38,10,"43,7",437,3,440,0,0,0,0,0,0
178,38,10,"43,7",437,3,440,"39,33",0,0,0,0,0
179,38,10,"43,7",437,3,440,"40,86",0,0,0,0,0
180,38,10,"43,7",437,3,440,"41,4",0,0,0,0,0
181,38,10,"43,7",437,3,440,"42,12",0,0,0,0,0
182,38,10,"43,7",437,3,440,"42,3",0,0,0,0,0
183,38,10,"43,7",437,3,440,"42,48",0,0,0,0,0
184,38,10,"43,7",437,3,440,"46,26",0,0,0,0,0
185,38,10,"43,7",437,3,440,"47,7",0,0,0,0,0
186,38,10,"43,7",437,3,440,"47,7","47,7",477,3,474,34
187,39,10,"47,2",472,3,475,0,0,0,0,0,0
188,39,10,"47,2",472,3,475,"42,48",0,0,0,0,0
189,39,10,"47,2",472,3,475,"42,48","42,48","424,8",3,"421,8","-53,2"
190,40,10,"40,1",401,3,404,0,0,0,0,0,0
191,40,10,"40,1",401,3,404,"36,09",0,0,0,0,0
192,40,10,"40,1",401,3,404,"36,09","36,09","360,9",3,"357,9","-46,1"
193,41,10,"39,8",398,3,401,0,0,0,0,0,0
194,41,10,"39,8",398,3,401,"35,82",0,0,0,0,0
195,41,10,"39,8",398,3,401,"36,45",0,0,0,0,0
196,41,10,"39,8",398,3,401,"36,9",0,0,0,0,0
197,41,10,"39,8",398,3,401,"37,26",0,0,0,0,0
198,41,10,"39,8",398,3,401,"37,26","37,26","372,6",3,"369,6","-31,4"
199,42,10,"31,1",311,3,314,0,0,0,0,0,0
200,42,10,"31,1",311,3,314,"27,99",0,0,0,0,0
201,42,10,"31,1",311,3,314,"28,08",0,0,0,0,0
202,42,10,"31,1",311,3,314,"28,17",0,0,0,0,0
203,42,10,"31,1",311,3,314,"28,98",0,0,0,0,0
204,42,10,"31,1",311,3,314,"29,07",0,0,0,0,0
205,42,10,"31,1",311,3,314,"29,7",0,0,0,0,0
206,42,10,"31,1",311,3,314,"31,14",0,0,0,0,0
207,42,10,"31,1",311,3,314,"31,14","31,14","311,4",3,"308,4","-5,6"
208,43,10,"31,5",315,3,318,0,0,0,0,0,0
209,43,10,"31,5",315,3,318,"28,35",0,0,0,0,0
210,43,10,"31,5",315,3,318,"28,71",0,0,0,0,0
211,43,10,"31,5",315,3,318,"29,52",0,0,0,0,0
212,43,10,"31,5",315,3,318,"29,61",0,0,0,0,0
213,43,10,"31,5",315,3,318,"29,61","29,61","296,1",3,"293,1","-24,9"
214,44,10,"22,6",226,3,229,0,0,0,0,0,0
215,44,10,"22,6",226,3,229,"20,34",0,0,0,0,0
216,44,10,"22,6",226,3,229,"20,7",0,0,0,0,0
217,44,10,"22,6",226,3,229,"21,15",0,0,0,0,0
218,44,10,"22,6",226,3,229,"22,05",0,0,0,0,0
219,44,10,"22,6",226,3,229,"22,14",0,0,0,0,0
220,44,10,"22,6",226,3,229,"22,14","22,14","221,4",3,"218,4","-10,6"
221,45,10,22,220,3,223,0,0,0,0,0,0
222,45,10,22,220,3,223,"19,8",0,0,0,0,0
223,45,10,22,220,3,223,"20,25",0,0,0,0,0
224,45,10,22,220,3,223,"20,43",0,0,0,0,0
225,45,10,22,220,3,223,"20,7",0,0,0,0,0
226,45,10,22,220,3,223,"20,7","20,7",207,3,204,-19
227,46,10,15,150,3,153,0,0,0,0,0,0
228,46,10,15,150,3,153,"13,5",0,0,0,0,0
229,46,10,15,150,3,153,"14,22",0,0,0,0,0
230,46,10,15,150,3,153,"14,4",0,0,0,0,0
231,46,10,15,150,3,153,"14,85",0,0,0,0,0
232,46,10,15,150,3,153,"15,21",0,0,0,0,0
233,46,10,15,150,3,153,"15,93",0,0,0,0,0
234,46,10,15,150,3,153,"16,74",0,0,0,0,0
235,46,10,15,150,3,153,"17,235",0,0,0,0,0
236,46,10,15,150,3,153,"18,27",0,0,0,0,0
237,46,10,15,150,3,153,"19,35",0,0,0,0,0
238,46,10,15,150,3,153,"19,89",0,0,0,0,0
239,46,10,15,150,3,153,"20,61",0,0,0,0,0
240,46,10,15,150,3,153,"21,15",0,0,0,0,0
241,46,10,15,150,3,153,"21,51",0,0,0,0,0
242,46,10,15,150,3,153,"22,05",0,0,0,0,0
243,46,10,15,150,3,153,"22,41",0,0,0,0,0
244,46,10,15,150,3,153,"23,22",0,0,0,0,0
245,46,10,15,150,3,153,"23,49",0,0,0,0,0
246,46,10,15,150,3,153,"23,67",0,0,0,0,0
247,46,10,15,150,3,153,"24,03",0,0,0,0,0
248,46,10,15,150,3,153,"24,75",0,0,0,0,0
249,46,10,15,150,3,153,"25,47",0,0,0,0,0
250,46,10,15,150,3,153,"26,37",0,0,0,0,0
251,46,10,15,150,3,153,"26,55",0,0,0,0,0
252,46,10,15,150,3,153,"26,55","26,55","265,5",3,"262,5","109,5"
253,47,10,"28,2",282,3,285,0,0,0,0,0,0
254,47,10,"28,2",282,3,285,"25,38",0,0,0,0,0
255,47,10,"28,2",282,3,285,"25,65",0,0,0,0,0
256,47,10,"28,2",282,3,285,"26,46",0,0,0,0,0
257,47,10,"28,2",282,3,285,"27,27",0,0,0,0,0
258,47,10,"28,2",282,3,285,"27,81",0,0,0,0,0
259,47,10,"28,2",282,3,285,"29,16",0,0,0,0,0
260,47,10,"28,2",282,3,285,"29,7",0,0,0,0,0
261,47,10,"28,2",282,3,285,"30,15",0,0,0,0,0
262,47,10,"28,2",282,3,285,"31,05",0,0,0,0,0
263,47,10,"28,2",282,3,285,"31,05","31,05","310,5",3,"307,5","22,5"
264,48,10,"32,1",321,3,324,0,0,0,0,0,0
265,48,10,"32,1",321,3,324,"28,89",0,0,0,0,0
266,48,10,"32,1",321,3,324,"29,25",0,0,0,0,0
267,48,10,"32,1",321,3,324,"29,97",0,0,0,0,0
268,48,10,"32,1",321,3,324,"29,97","29,97","299,7",3,"296,7","-27,3"
269,49,10,"33,5",335,3,338,0,0,0,0,0,0
270,49,10,"33,5",335,3,338,"30,15",0,0,0,0,0
271,49,10,"33,5",335,3,338,"31,05",0,0,0,0,0
272,49,10,"33,5",335,3,338,"32,76",0,0,0,0,0
273,49,10,"33,5",335,3,338,"33,12",0,0,0,0,0
274,49,10,"33,5",335,3,338,"33,3",0,0,0,0,0
275,49,10,"33,5",335,3,338,"34,2",0,0,0,0,0
276,49,10,"33,5",335,3,338,"34,65",0,0,0,0,0
277,49,10,"33,5",335,3,338,"35,1",0,0,0,0,0
278,49,10,"33,5",335,3,338,"35,37",0,0,0,0,0
279,49,10,"33,5",335,3,338,"35,37","35,37","353,7",3,"350,7","12,7"
280,50,10,37,370,3,373,0,0,0,0,0,0
281,50,10,37,370,3,373,"33,3",0,0,0,0,0
282,50,10,37,370,3,373,"33,48",0,0,0,0,0
283,50,10,37,370,3,373,"33,75",0,0,0,0,0
284,50,10,37,370,3,373,"35,19",0,0,0,0,0
285,50,10,37,370,3,373,"35,19","35,19","351,9",3,"348,9","-24,1"
286,51,10,"36,5",365,3,368,0,0,0,0,0,0
287,51,10,"36,5",365,3,368,"32,85",0,0,0,0,0
288,51,10,"36,5",365,3,368,"33,12",0,0,0,0,0
289,51,10,"36,5",365,3,368,"33,48",0,0,0,0,0
290,51,10,"36,5",365,3,368,"33,75",0,0,0,0,0
291,51,10,"36,5",365,3,368,"33,75","33,75","337,5",3,"334,5","-33,5"
292,52,10,21,210,3,213,0,0,0,0,0,0
293,52,10,21,210,3,213,"18,9",0,0,0,0,0
294,52,10,21,210,3,213,"20,7",0,0,0,0,0
295,52,10,21,210,3,213,"20,97",0,0,0,0,0
296,52,10,21,210,3,213,"20,97","20,97","209,7",3,"206,7","-6,3"
297,53,10,"20,7",207,3,210,0,0,0,0,0,0
298,53,10,"20,7",207,3,210,"18,63",0,0,0,0,0
299,53,10,"20,7",207,3,210,"19,53",0,0,0,0,0
300,53,10,"20,7",207,3,210,"19,53","19,53","195,3",3,"192,3","-17,7"
301,54,10,"21,4",214,3,217,0,0,0,0,0,0
302,54,10,"21,4",214,3,217,"19,26",0,0,0,0,0
303,54,10,"21,4",214,3,217,"19,8",0,0,0,0,0
304,54,10,"21,4",214,3,217,"20,25",0,0,0,0,0
305,54,10,"21,4",214,3,217,"20,25","20,25","202,5",3,"199,5","-17,5"
306,55,10,"21,6",216,3,219,0,0,0,0,0,0
307,55,10,"21,6",216,3,219,"19,44",0,0,0,0,0
308,55,10,"21,6",216,3,219,"20,07",0,0,0,0,0
309,55,10,"21,6",216,3,219,"20,97",0,0,0,0,0
310,55,10,"21,6",216,3,219,"20,97","20,97","209,7",3,"206,7","-12,3"
311,56,10,"21,3",213,3,216,0,0,0,0,0,0
312,56,10,"21,3",213,3,216,"19,17",0,0,0,0,0
313,56,10,"21,3",213,3,216,"19,53",0,0,0,0,0
314,56,10,"21,3",213,3,216,"20,34",0,0,0,0,0
315,56,10,"21,3",213,3,216,"20,7",0,0,0,0,0
316,56,10,"21,3",213,3,216,"20,97",0,0,0,0,0
317,56,10,"21,3",213,3,216,"23,49",0,0,0,0,0
318,56,10,"21,3",213,3,216,"23,85",0,0,0,0,0
319,56,10,"21,3",213,3,216,"24,57",0,0,0,0,0
320,56,10,"21,3",213,3,216,"24,66",0,0,0,0,0
321,56,10,"21,3",213,3,216,"25,02",0,0,0,0,0
322,56,10,"21,3",213,3,216,"25,29",0,0,0,0,0
323,56,10,"21,3",213,3,216,"26,1",0,0,0,0,0
324,56,10,"21,3",213,3,216,27,0,0,0,0,0
325,56,10,"21,3",213,3,216,27,27,270,3,267,51
326,57,10,"26,8",268,3,271,0,0,0,0,0,0
327,57,10,"26,8",268,3,271,"24,12",0,0,0,0,0
328,57,10,"26,8",268,3,271,"24,3",0,0,0,0,0
329,57,10,"26,8",268,3,271,"24,75",0,0,0,0,0
330,57,10,"26,8",268,3,271,"25,74",0,0,0,0,0
331,57,10,"26,8",268,3,271,"25,83",0,0,0,0,0
332,57,10,"26,8",268,3,271,"26,1",0,0,0,0,0
333,57,10,"26,8",268,3,271,"26,37",0,0,0,0,0
334,57,10,"26,8",268,3,271,"27,36",0,0,0,0,0
335,57,10,"26,8",268,3,271,"28,89",0,0,0,0,0
336,57,10,"26,8",268,3,271,"29,07",0,0,0,0,0
337,57,10,"26,8",268,3,271,"29,34",0,0,0,0,0
338,57,10,"26,8",268,3,271,"29,43",0,0,0,0,0
339,57,10,"26,8",268,3,271,"29,97",0,0,0,0,0
340,57,10,"26,8",268,3,271,"30,87",0,0,0,0,0
341,57,10,"26,8",268,3,271,"31,59",0,0,0,0,0
342,57,10,"26,8",268,3,271,"32,22",0,0,0,0,0
343,57,10,"26,8",268,3,271,"32,4",0,0,0,0,0
344,57,10,"26,8",268,3,271,"32,76",0,0,0,0,0
345,57,10,"26,8",268,3,271,"33,3",0,0,0,0,0
346,57,10,"26,8",268,3,271,"35,1",0,0,0,0,0
347,57,10,"26,8",268,3,271,"35,55",0,0,0,0,0
348,57,10,"26,8",268,3,271,"36,45",0,0,0,0,0
349,57,10,"26,8",268,3,271,"38,7",0,0,0,0,0
350,57,10,"26,8",268,3,271,"40,5",0,0,0,0,0
351,57,10,"26,8",268,3,271,"40,59",0,0,0,0,0
352,57,10,"26,8",268,3,271,"41,85",0,0,0,0,0
353,57,10,"26,8",268,3,271,"43,2",0,0,0,0,0
354,57,10,"26,8",268,3,271,"44,01",0,0,0,0,0
355,57,10,"26,8",268,3,271,"44,19",0,0,0,0,0
356,57,10,"26,8",268,3,271,"44,28",0,0,0,0,0
357,57,10,"26,8",268,3,271,"44,55",0,0,0,0,0
358,57,10,"26,8",268,3,271,"44,82",0,0,0,0,0
359,57,10,"26,8",268,3,271,"45,9",0,0,0,0,0
360,57,10,"26,8",268,3,271,"45,9","45,9",459,3,456,185
361,58,10,45,450,3,453,0,0,0,0,0,0
362,58,10,45,450,3,453,"40,5",0,0,0,0,0
363,58,10,45,450,3,453,"40,59",0,0,0,0,0
364,58,10,45,450,3,453,"41,22",0,0,0,0,0
365,58,10,45,450,3,453,"41,22","41,22","412,2",3,"409,2","-43,8"
366,59,10,"41,2",412,3,415,0,0,0,0,0,0
367,59,10,"41,2",412,3,415,"37,08",0,0,0,0,0
368,59,10,"41,2",412,3,415,"37,53",0,0,0,0,0
369,59,10,"41,2",412,3,415,"37,53","37,53","375,3",3,"372,3","-42,7"
370,60,10,"38,4",384,3,387,0,0,0,0,0,0
371,60,10,"38,4",384,3,387,"34,56",0,0,0,0,0
372,60,10,"38,4",384,3,387,"34,56","34,56","345,6",3,"342,6","-44,4"
373,61,10,"34,9",349,3,352,0,0,0,0,0,0
374,61,10,"34,9",349,3,352,"31,41",0,0,0,0,0
375,61,10,"34,9",349,3,352,"31,95",0,0,0,0,0
376,61,10,"34,9",349,3,352,"32,4",0,0,0,0,0
377,61,10,"34,9",349,3,352,"32,67",0,0,0,0,0
378,61,10,"34,9",349,3,352,"32,85",0,0,0,0,0
379,61,10,"34,9",349,3,352,"32,85","32,85","328,5",3,"325,5","-26,5"
380,62,10,"28,6",286,3,289,0,0,0,0,0,0
381,62,10,"28,6",286,3,289,"25,74",0,0,0,0,0
382,62,10,"28,6",286,3,289,"25,83",0,0,0,0,0
383,62,10,"28,6",286,3,289,"26,01",0,0,0,0,0
384,62,10,"28,6",286,3,289,"26,1",0,0,0,0,0
385,62,10,"28,6",286,3,289,"26,46",0,0,0,0,0
386,62,10,"28,6",286,3,289,"26,55",0,0,0,0,0
387,62,10,"28,6",286,3,289,"26,73",0,0,0,0,0
388,62,10,"28,6",286,3,289,"26,82",0,0,0,0,0
389,62,10,"28,6",286,3,289,"26,91",0,0,0,0,0
390,62,10,"28,6",286,3,289,"27,36",0,0,0,0,0
391,62,10,"28,6",286,3,289,"27,9",0,0,0,0,0
392,62,10,"28,6",286,3,289,"28,17",0,0,0,0,0
393,62,10,"28,6",286,3,289,"28,53",0,0,0,0,0
394,62,10,"28,6",286,3,289,"28,53","28,53","285,3",3,"282,3","-6,7"
395,63,10,"29,8",298,3,301,0,0,0,0,0,0
396,63,10,"29,8",298,3,301,"26,82",0,0,0,0,0
397,63,10,"29,8",298,3,301,"27,45",0,0,0,0,0
398,63,10,"29,8",298,3,301,"27,45","27,45","274,5",3,"271,5","-29,5"
399,64,10,"19,4",194,3,197,0,0,0,0,0,0
400,64,10,"19,4",194,3,197,"17,46",0,0,0,0,0
401,64,10,"19,4",194,3,197,"17,91",0,0,0,0,0
402,64,10,"19,4",194,3,197,18,0,0,0,0,0
403,64,10,"19,4",194,3,197,"18,45",0,0,0,0,0
404,64,10,"19,4",194,3,197,"18,9",0,0,0,0,0
405,64,10,"19,4",194,3,197,"19,35",0,0,0,0,0
406,64,10,"19,4",194,3,197,"19,62",0,0,0,0,0
407,64,10,"19,4",194,3,197,"20,52",0,0,0,0,0
408,64,10,"19,4",194,3,197,"20,52","20,52","205,2",3,"202,2","5,2"
409,65,10,"22,1",221,3,224,0,0,0,0,0,0
410,65,10,"22,1",221,3,224,"19,89",0,0,0,0,0
411,65,10,"22,1",221,3,224,"20,43",0,0,0,0,0
412,65,10,"22,1",221,3,224,"21,33",0,0,0,0,0
413,65,10,"22,1",221,3,224,"21,78",0,0,0,0,0
414,65,10,"22,1",221,3,224,"22,05",0,0,0,0,0
415,65,10,"22,1",221,3,224,"23,4",0,0,0,0,0
416,65,10,"22,1",221,3,224,"24,03",0,0,0,0,0
417,65,10,"22,1",221,3,224,"24,03","24,03","240,3",3,"237,3","13,3"
418,66,10,"25,8",258,3,261,0,0,0,0,0,0
419,66,10,"25,8",258,3,261,"23,22",0,0,0,0,0
420,66,10,"25,8",258,3,261,"23,22","23,22","232,2",3,"229,2","-31,8"
421,67,10,"21,5",215,3,218,0,0,0,0,0,0
422,67,10,"21,5",215,3,218,"19,35",0,0,0,0,0
423,67,10,"21,5",215,3,218,"19,8",0,0,0,0,0
424,67,10,"21,5",215,3,218,"19,8","19,8",198,3,195,-23
425,68,10,22,220,3,223,0,0,0,0,0,0
426,68,10,22,220,3,223,"19,8",0,0,0,0,0
427,68,10,22,220,3,223,"19,8","19,8",198,3,195,-28
428,69,10,"21,2",212,3,215,0,0,0,0,0,0
429,69,10,"21,2",212,3,215,"19,08",0,0,0,0,0
430,69,10,"21,2",212,3,215,"19,71",0,0,0,0,0
431,69,10,"21,2",212,3,215,"19,8",0,0,0,0,0
432,69,10,"21,2",212,3,215,"19,8","19,8",198,3,195,-20
433,70,10,"19,7",197,3,200,0,0,0,0,0,0
434,70,10,"19,7",197,3,200,"17,73",0,0,0,0,0
435,70,10,"19,7",197,3,200,"17,82",0,0,0,0,0
436,70,10,"19,7",197,3,200,18,0,0,0,0,0
437,70,10,"19,7",197,3,200,"18,54",0,0,0,0,0
438,70,10,"19,7",197,3,200,"18,72",0,0,0,0,0
439,70,10,"19,7",197,3,200,"20,052",0,0,0,0,0
440,70,10,"19,7",197,3,200,"20,511",0,0,0,0,0
441,70,10,"19,7",197,3,200,"21,24",0,0,0,0,0
442,70,10,"19,7",197,3,200,"22,725",0,0,0,0,0
443,70,10,"19,7",197,3,200,"23,805",0,0,0,0,0
444,70,10,"19,7",197,3,200,"24,39",0,0,0,0,0
445,70,10,"19,7",197,3,200,"25,47",0,0,0,0,0
446,70,10,"19,7",197,3,200,"25,605",0,0,0,0,0
447,70,10,"19,7",197,3,200,"25,83",0,0,0,0,0
448,70,10,"19,7",197,3,200,27,0,0,0,0,0
449,70,10,"19,7",197,3,200,"28,8",0,0,0,0,0
450,70,10,"19,7",197,3,200,"30,105",0,0,0,0,0
451,70,10,"19,7",197,3,200,"30,546",0,0,0,0,0
452,70,10,"19,7",197,3,200,"30,87",0,0,0,0,0
453,70,10,"19,7",197,3,200,"30,87","30,87","308,7",3,"305,7","105,7"
454,71,10,"31,9",319,3,322,0,0,0,0,0,0
455,71,10,"31,9",319,3,322,"28,71",0,0,0,0,0
